bucket,ticker,year,file,image_path,problem_rows_csv,vw_ratio_pct,vw_outside_range_abs_max,coverage_ratio_vs_business_days
hard_invalid_parse_or_price,CLVR,2025,D:\ohlcv_daily\ticker=CLVR\year=2025\day_aggs_CLVR_2025.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\CLVR_2025.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\CLVR_2025_problem_rows.csv,52.459016393442624,0.007700000000000001,0.23371647509578544
hard_invalid_parse_or_price,CWBR,2024,D:\ohlcv_daily\ticker=CWBR\year=2024\day_aggs_CWBR_2024.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\CWBR_2024.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\CWBR_2024_problem_rows.csv,38.59649122807017,0.056499999999999995,0.6526717557251909
hard_invalid_parse_or_price,FXLV,2025,D:\ohlcv_daily\ticker=FXLV\year=2025\day_aggs_FXLV_2025.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\FXLV_2025.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\FXLV_2025_problem_rows.csv,33.33333333333333,0.00789999999999999,0.735632183908046
hard_invalid_parse_or_price,VAXX,2025,D:\ohlcv_daily\ticker=VAXX\year=2025\day_aggs_VAXX_2025.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\VAXX_2025.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\VAXX_2025_problem_rows.csv,30.08849557522124,0.023700000000000002,0.8659003831417624
hard_invalid_parse_or_price,UTRS,2024,D:\ohlcv_daily\ticker=UTRS\year=2024\day_aggs_UTRS_2024.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\UTRS_2024.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\UTRS_2024_problem_rows.csv,22.22222222222222,0.020500000000000074,0.30916030534351147
hard_invalid_parse_or_price,NXTP,2025,D:\ohlcv_daily\ticker=NXTP\year=2025\day_aggs_NXTP_2025.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\NXTP_2025.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\NXTP_2025_problem_rows.csv,22.058823529411764,1.9346,0.26053639846743293
hard_invalid_parse_or_price,EFTR,2025,D:\ohlcv_daily\ticker=EFTR\year=2025\day_aggs_EFTR_2025.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\EFTR_2025.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\EFTR_2025_problem_rows.csv,19.642857142857142,0.0051,0.42911877394636017
hard_invalid_parse_or_price,GNRS,2023,D:\ohlcv_daily\ticker=GNRS\year=2023\day_aggs_GNRS_2023.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\GNRS_2023.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\GNRS_2023_problem_rows.csv,19.2,0.07000000000000006,0.4807692307692308
hard_invalid_parse_or_price,ELOX,2025,D:\ohlcv_daily\ticker=ELOX\year=2025\day_aggs_ELOX_2025.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\ELOX_2025.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\ELOX_2025_problem_rows.csv,18.75,0.0967,0.1839080459770115
hard_invalid_parse_or_price,HMNY,2024,D:\ohlcv_daily\ticker=HMNY\year=2024\day_aggs_HMNY_2024.parquet,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\HMNY_2024.png,C:\TSIS_Data\01_TSIS_backtest_SmallCaps\01_foundations\inspection_dossiers\daily\evidence_assets\hard_invalid\hard_invalid_parse_or_price\HMNY_2024_problem_rows.csv,14.285714285714285,0.0002,0.026717557251908396
